Name	StrHausNr	PLZ	Ort	Bettenanzahl
St.-Nikolaus-Hospital	Nikolausstr.25	33142	Büren	177
St Anna-Krankenhaus	Nonnengasse 19	65589	Hadamar	100
Krankenhaus d Barmherzigen	Nordallee 1	54292	Trier	575
Nordseeklinik Westerland	Norderstraße 81	25980	Westerland	122
Medizinische Akademie	Nordhäuser Str 74	99089	Erfurt	2058
Seehospital Sahlenburg	Nordheimstraße	27476	Cuxhaven	200
Städtisches Krankenhaus	Nordring 37-41	59821	Arnsberg	264
Psychiatrische Tagesklinik	Nordring 4	76829	Landau	0
Klinik für Radiologie	Nordstraße 26	9113	Chemnitz	79
Städtische Helmig-Kranken-	Nordstraße 34	59174	Kamen	221
Fachkrankenhaus Robert Koch	Notstrasse 11 / 184	98574	Schmalkalden	196
Kreiskrankenhaus	Nuernberger Str 12	92318	Neumarkt	463
St.-Marien-Hospital	Nürnberger Strasse 10	46117	Oberhausen	250
St Vincenz-Krankenhaus	Nussallee 28	63450	Hanau	297
Klinik Phoenix mit Tag- und	Nussbaumallee 14	14050	Berlin	25
Krankenanstalt Rotes Kreuz	Nymphenburger Str 163	80335	München	543
Augenklinik	Nymphenburger Str 43	80335	München	60
Krankenhaus Maria-Hilf	Oberdiessemer Str. 94	47805	Krefeld	291
Alexianer-Krankenhaus	Oberdiessemerstr 136	47805	Krefeld	148
Evangelisches Krankenhaus	Obere Himmelsbergstr 38	66482	Zweibrücken	294
Katharinen-Hospital	Obere Husemannstrasse 2	59423	Unna	331
Landeshauptstadt Stuttgart	Obere Strasse 2	70190	Stuttgart	120
St Anna-Klinik	Obere Waiblinger Str 101	70374	Stuttgart	130
Privatklinik Inzell-Eck	Obereck 20	83334	Inzell	18
Kreiskrankenhaus	Oberend 29	96110	Scheßlitz	150
Bundeswehrkrankenhaus Ulm	Oberer Eselsberg 40	89081	Ulm	247
Rehabilitationskrankenhaus	Oberer Eselsberg 45	89081	Ulm	232
Heinr-Landerer-Krankenhaus	Oberlinstrasse 16	72762	Reutlingen	34
Kreiskrankenhaus Wolfach	Oberwolfacher Str 10	77709	Wolfach	120
Kreiskrankenhaus Buerger-	Ockstaedter Strasse 3-5	61169	Friedberg	250
Bezirksnervenklinik	Oderberger Strasse 8	16225	Eberswalde-Finow	408
Kreiskrankenhaus Ilmenau	Oehrenstöcker Strasse 32	98693	Ilmenau	319
Kreiskrankenhaus Soltau	Oeninger Weg 30	29614	Soltau	305
Reha-Zentrum Soltau	Oeninger Weg 59	29614	Soltau	100
Haus Niedersachsen Gem. GmbH	Oerrel 60	29386	Dedelstorf	67
Paracelsus-Klinik am	Oertzeweg 24	30851	Langenhagen	180
Priv.Klinik Dr.Maul	Oestl.Ringstr.4	85049	Ingolstadt	58
Carl-Von-Hess-Krankenhaus	Ofenthalerweg 20	97762	Hammelburg	151
Landeskrankenhaus Bernburg	Olga-Benario-Strasse 16-18	6406	Bernburg	455
Sana-Krankenhaus	Olgastr 39	75323	Bad Wildbad	70
Sophien-Klinik Vahrenwald	Omptedastraße 10	30165	Hannover	40
Karl-Bonhoeffer-Nerven-	Oranienburger Strasse 285	13437	Berlin	600
Israelitisches Krankenhaus	Orchideenstieg 14	22297	Hamburg	219
Rheuma-Klinik Gmbh	Oskar-Alexander-Straße	24576	Bad Bramstedt	220
Praxisklinik	Oskar-Schlemmer-Straße 9-17	22115	Hamburg	82
Sued-Klinik Gmbh & Co	Oskar-von-Miller-Str 6	94315	Straubing	60
Chirurgische Klinik	Oslebshauser Heerstraße 77	28239	Bremen	26
Kreiskrankenhaus	Osswaldstr 1	82319	Starnberg	280
St Elisabeth-Krankenhaus	Ostallee 3	56112	Lahnstein	220
Klinik für Manuelle	Ostenallee 83	59071	Hamm	100
Kreiskrankenhaus	Ostenstrasse 31	85072	Eichstätt	181
Knappschafts-Krankenhaus	Osterfelder Strasse 157	46242	Bottrop	403
Klinik St Irmingard	Osternacher Str 103	83209	Prien	53
Kreiskrankenhaus Norden	Osterstraße 103-113	26506	Norden	346
Städt. Krankenhaus Merheim	Ostmerheimer Str 200	51109	Köln	834
Klinik Am Baerenbrunnen	Otto-Kraft-Platz 2	59063	Hamm	40
Bergische Diakonie Aprath	Otto-Ohl-Weg 10	42489	Wülfrath	12
Staedtisches Klinikum Fulda	Pacelliallee 4	36043	Fulda	899
Kardiologisches Fachkranken-	Panoramastrasse 100	36199	Rotenburg	124
Kard Fachkrankenhaus Gmbh	Panoramastrasse 100	36199	Rotenburg	66
Krankenhaus An Der Lieth	Pappelweg 5	37120	Bovenden	102
Kreiskrankenhaus	Paracelsusstr 30-34	91413	Neustadt	216
Städtisches Krankenhaus	Paracelsusstraße 1-9	38259	Salzgitter	302
Paracelsus-Krankenhaus	Paracelsusstrasse 3	14712	Rathenow	379
Zusamklinik	Paracelsusstrasse 3	86441	Zusmarshausen	151
Kreiskrankenhaus Neustadt	Paracelsusstrasse 30	91413	Neustadt	80
Marienkrankenhaus	Parade 3	23552	Lübeck	135
St.-Gertrauden-Krankenhaus	Paretzer Str 12	10713	Berlin	510
Krankenhaus Borstel	Parkallee 1	23845	Borstel	115
Westf Landeskrankenhaus	Parkallee 10	49525	Lengerich	448
St Marien-Hospital	Parkstr 15	44866	Bochum	249
Kinderlandklinik Regen	Parkstr 4	94209	Regen	20
Klinik Kessler-Handorn	Parkstr.58	67655	Kaiserslautern	51
Kreiskrankenhaus Oschatz	Parkstrasse 1	4758	Oschatz	200
Kreiskrankenhaus Hagenow	Parkstraße 12	19230	Hagenow	220
Krankenhausgesellschaft Des	Parktorweg 10	78713	Schramberg	208
Kreiskrankenhaus	Passauer Str 31	94081	Fürstenzell	85
Marien-Hospital Ggmbh	Pastor-Janssen-Str 8-38	46483	Wesel	446
Evang Krankenhaus	Pattbergstrasse 1-3	45239	Essen	253
Allgemeines Krankenhaus	Paul-Ehrlich-Straße 1	22763	Hamburg	1119
Paul-Gerhardt-Stift	Paul-Gerhardt-Strasse 42	6886	Lutherstadt Wittenberg	632
Tropenheim	Paul-Lechler-Str 24	72076	Tübingen	101
Evangelisches Krankenhaus	Paul-Zipp-Strasse 171	35398	Gießen	202
Paulinenkrankenhaus	Paulinenweg 1	48455	Bad Bentheim	50
Krankenhaus F Sport-	Paulmannhoeher Str 17	58507	Lüdenscheid	306
Krank Haeuser d Maerk Krs	Paulmannshoeher Str 21	58515	Lüdenscheid	1139
Medizinische Einrichtungen	Pauwelsstraße 30	52074	Aachen	1415
Fachkrankenhaus Fuer	Peniger Strasse 10	8396	Waldenburg	100
Kreiskrankenhaus Deggendorf	Perlasberger Str 41	94469	Deggendorf	440
Stadtkrankenhaus	Perleberger Strasse 31A	16866	Kyritz	195
Ost-Prignitz-Klinik gGmbH	Perleberger Tor 2	16928	Pritzwalk	240
Parkklinik Dr Hagmaier	Pestalozzistr 12	79618	Rheinfelden	30
Gloeckner Rudolf Dr med	Pestalozzistr 19-21	74076	Heilbronn	12
Kreiskrankenhaus	Pestalozzistrasse 9	4442	Zwenkau	203
Krankenhaus St. Josef	Peter-Dörfler-Straße 7	86807	Buchloe	120
Staedt Krankenhaus	Pettenkoferstr 10	66955	Pirmasens	395
Staedt Krankenhaus	Pettenkoferstr 10	83022	Rosenheim	660
Landesfachkrankenhaus Fuer	Pfafferode 102	99974	Mühlhausen	1195
Kreiskrankenhaus	Pfarrer-Guggetzer-Strasse 3	85560	Ebersberg	335
St.-Elisabeth-Hospital	Pfarrer-Wilhelm-Schmitz-Straße 1	46282	Dorsten	370
Kreiskrankenhaus	Pfarrgasse 21	92648	Vohenstrauß	80
Frauenklinik Dr.Koch	Pfarrstr 19	34123	Kassel	95
Pfeiffersche Stiftungen	Pfeifferstrasse 10	39114	Magdeburg	275
Evang Krankenhaus	Pferdebachstr 27	58455	Witten	428
Humaine-Klinikum Bad-Saarow	Pieskower Strasse 33	15526	Bad Saarow-Pieskow	666
Malteser-Krankenhaus	Pillkaller Allee 1	14055	Berlin	161
Johanniter Tagesklinik	Pionierstr 19	50735	Köln	0
Albert-Schweitzer-	Pipping 5	37603	Holzminden	21
Augenklinik Dr.Huck	Pirckheimerstr 30	90408	Nürnberg	6
Pius-Hospital	Piusstrasse 5 Pstf 1263	48607	Ochtrup	130
Kreiskrankenhaus	Plattlinger Str 29	94486	Osterhofen	90
Kreiskrankenhaus	Plauensche Str 37	8468	Reichenbach	249
Kreiskrankenhaus Guestrow	Plauer Strasse 81	18273	Güstrow	496
Kreiskrankenhaus	Plinganserstr 10	84359	Simbach	200
Sana-Klinik	Plinganserstrasse 122	81369	München	95
St.-Elisabeth-Krankenhaus	Plönerstraße 42	23701	Eutin	106
Städt. Krankenhaus Oststadt	Podbielskistraße 380	30659	Hannover	498
Krankenanstalt Des	Posilipostrasse 49	71640	Ludwigsburg	1061
Privatklinik Dr.Gaertner	Possartstr 29	81679	München	30
Frauenklinik Starnberg	Possenhofener Str 49 A	82319	Starnberg	45
Zentralkrankenhaus	Postbrookstraße	27574	Bremerhaven	750
Landratsamt Freyung-	Postschliessfach 1320	94078	Freyung	236
Landratsamt Freyung-	Postschliessfach 1320	94078	Freyung	160
Landratsamt Freyung-	Postschliessfach 1320	94078	Freyung	70
Kliniken im Theodor-Wenzel-	Potsdamer Chaussee 70	14129	Berlin	472
Kreiskrankenhaus Pasewalk	Prenzlauer Chaussee 30	17309	Pasewalk	486
Klinikum Bayreuth	Preuschwitzer Strasse 101	95445	Bayreuth	558
Städtische Kliniken Neuss	Preussenstrasse 84	41464	Neuss	666
Privatklinik Dr Rudschies	Preysingstrasse 3	85049	Ingolstadt	81
Landeshauptstadt	Priessnitzweg 24	70374	Stuttgart	446
St.-Elisabeth-Krankenhaus	Prinz-Albert-Straße 40	53113	Bonn	182
Krankenhaus Bethanien	Prinz-Eugen-Strasse 13	4277	Leipzig	65
Stadtkrankenhaus	Prinz Luitpoldstr 1	87527	Sonthofen	105
Privatklinik Dr.Zimmermann	Prinzenweg 11	82319	Starnberg	41
Kreiskrankenhaus	Prof-Arneth-Str 2	96215	Lichtenfels	404
Berufsgenossenschaftliche	Professor-Küntscher-Straße 8	82418	Murnau	0
Krankenhaus Bethel	Promenadenstrasse 3-5	12207	Berlin	304
Kath Krankenhaus St Josef	Propsteistrasse 2	45239	Essen	204
Kreiskrankenhaus Strausberg	Prötzeler Chaussee 5	15344	Strausberg	254
Krankenhaus	Pruefeningerstr.86	93049	Regensburg	726
Stadtkrankenhaus	Pulsnitzer Strasse 60	1454	Radeberg	133
Kreiskrankenhaus	Querstrasse 2	18311	Ribnitz-Damgarten	187
Kreiskrankenhaus	Rabnauer Strasse 9	1744	Dippoldiswalde	170
Paracelsus-Klinik	Raiherwiesenstr 15-17	76227	Karlsruhe	187
Thueringen-Klinik	Rainweg 68	7318	Saalfeld	690
Kreiskrankenhaus	Rathausstr.8	68766	Hockenheim	41
Klinik Dr Niebel	Rathenaustr 2	79618	Rheinfelden	24
Waldkrankenhaus St.Marien	Rathsbergerstr 57	91054	Erlangen	380
Klinikum der med. Universi-	Ratzeburger Allee 160	23564	Lübeck	1183
Staedtisches Krankenhaus	Ravensburger Str 39	88250	Weingarten	155
Landeskrankenhaus	Ravensteinstrasse 23	17373	Ueckermünde	529
Kreiskrankenhaus	Rebbelstieg	25938	Wyk	42
Staedt Krankenhaus	Reckenberger-Str 19	33332	Gütersloh	436
Krankenhaus Zu Kappeln	Reeperbahn 4	24376	Kappeln	22
Priv.Kl.Dr.Dunckelmann	Reepschlägerbahn 34	24937	Flensburg	23
Stadtkrankenhaus	Regelsbacher Str.7	91126	Schwabach	200
Riedberg-Klinik	Rehhagweg 40	79100	Freiburg	26
Vogtland-Klinikum Plauen	Reichenbacher Strasse 42	8527	Plauen	713
Waldkrankenhaus	Reinharzer Strasse 22	4849	Bad Düben Waldkrankenh	180
Evangelisches Geriatrie-	Reinickendorfer Straße 61	13347	Berlin	0
Stiftung Tannenhof	Remscheider Str. 76	42899	Remscheid	474
Krankenhaus Neuwittelsbach	Renatastrasse 71 A	80634	München	160
St Augustinus-Krankenhaus	Renkerstr 45	52355	Düren	294
Remigius-Krankenhaus	Rennbaumstrasse 26	51379	Leverkusen	230
Mathilden-Hospital	Renntormauer 1	32052	Herford	236
St. Johannisstift	Reumontstr 28	33102	Paderborn	210
Marienhospital Orsoy Gmbh	Rheinberger Str 375	47495	Rheinberg	160
med Klinik Roemerbad	Rheingauer Str	65388	Schlangenbad	40
Krankenhaus	Rheingauer Str 64	65343	Eltville	98
Herz-Jesu-Krankenhaus	Rheinstr 9	56428	Dernbach	290
Orthop.Klinik	Rheinstr.9	65307	Bad Schwalbach	29
Caritasklinik	Rheinstrasse 2	66113	Saarbrücken	460
Grunewaldklinik	Richard-Strauss-Str 1-3	14193	Berlin	100
St Marien Krankenhaus	Richard-Wagner-Str 14	60318	Frankfurt	370
Klinik Dr Haas	Richard-Wagner-Strasse 19	80333	München	82
Kreiskrankenhaus	Richardstr 5-9	66333	Völklingen	306
Landeshauptstadt Hannover	Ricklinger Straße 5	30449	Hannover	140
Staedt Krankenhaus	Riedelstr. 5	83435	Bad Reichenhall	343
Staedt Krankenhaus	Riedstr 12	74321	Bietigheim-Bissingen	465
Klinik für Rehabilitation	Riedstraße 32	9117	Chemnitz	40
Evang. Krankenhaus	Riemsloher Straße 5	49324	Melle	173
Olympiapark-Klinik Gmbh	Riesstrasse 65	80992	München	44
Privatklinik	Ringbergstr 53          340	83707	Bad Wiessee	20
Diakonie-Krankenhaus	Ringstr 58-60	55543	Bad Kreuznach	380
Krankenhaus Siegburg Gmbh	Ringstrasse 49	53721	Siegburg	405
Neue Privatklinik	Ringstrasse 68-70	66953	Pirmasens	32
Kreiskrankenhaus	Ringstrasse 96	91555	Feuchtwangen	80
Kreiskrankenhaus Lippe-Lemgo	Rintelner Str 85	32657	Lemgo	587
Burghof-Klinik	Ritterstraße 19	31737	Rinteln	104
Zentralklinik Bad Berka	Robert-Koch-Allee 9	99438	Bad Berka	553
St Josefs Krankenhaus	Robert-Koch-Str 16	42781	Haan	315
Klinikum Niederberg	Robert-Koch-Str 2	42549	Velbert	584
Kreiskrankenhaus	Robert-Koch-Str 2-12	16515	Oranienburg	211
Fachklin F Lungenerkrankung	Robert-Koch-Str 3	34376	Immenhausen	115
St Franziskus-Hospital	Robert-Koch-Str 55	59227	Ahlen	349
Kreiskrankenhaus Buehl	Robert-Koch-Str 70	77815	Bühl	221
Albertinenkrankenhaus	Robert-Koch-Straße 1	49201	Dissen	200
St.-Marien-Hospital	Robert-Koch-Straße 1	53115	Bonn	383
Klinikum Landshut	Robert-Koch-Strasse 1	84034	Landshut	594
Klinik Schloss Pulsnitz	Robert-Koch-Strasse 10	1896	Pulsnitz	97
Zweckverband Krankenhaus	Robert-Koch-Straße 2	25524	Itzehoe	713
Kreiskrankenhaus Hofheim	Robert-Koch-Strasse 2	97461	Hofheim	50
Kreiskrankenhaus Templin	Robert-Koch-Strasse 24	17268	Templin	252
Klinik Fuer Lungenkrank-	Robert-Koch-Strasse 27	6493	Ballenstedt	147
Kreiskrankenhaus Forst	Robert-Koch-Strasse 35	3149	Forst	365
Kreiskrankenhaus Wolfen	Robert-Koch-Strasse 4	6766	Wolfen	360
Kreiskrankenhaus	Robert-Koch-Straße 4	29664	Walsrode	290
Zahlstelle der Kliniken der	Robert-Koch-Straße 40	37075	Göttingen	1465
Kreiskrankenhaus Apolda	Robert-Koch-Strasse 6-8	99510	Apolda	335
Kreiskrankenhaus Schmölln	Robert-Koch-Strasse 95	4621	Schmölln	135
Krankenhauszweckverband	Robert-Weixler-Strasse 50	87439	Kempten	740
Kreiskrankenhaus Ettenheim	Robert Koch Str 15	77955	Ettenheim	115
Fachklinik Zollernalb	Robert Koch Str 28	72461	Albstadt	113
Marienhospital	Rochusstr 2	40479	Düsseldorf	482
Klinik Dr Heines	Rockwinkeler Landstraße 110	28355	Bremen	115
Krankenhaus-Halle Doelau	Roentgenstr 12	6120	Halle	720
Privat-Frauenklinik	Roentgenstr 15	81679	München	41
Krankenhaus Weilheim Des	Roentgenstr 2	82362	Weilheim	171
Kreiskrankenhaus Nagold	Roentgenstr 20	72202	Nagold	263
Kreiskrankenhaus Loebau	Roentgenstr. 15	2730	Ebersbach	382
Elisabeth-Krankenhaus Gmbh	Roentgenstrasse 10	45661	Recklinghausen	305
Haus Edelberg-Zankoffklinik	Roentgenstrasse 5	76133	Karlsruhe	37
Städtisches Krankenhaus	Roesebeckstraße 15	30449	Hannover	510
Krankenhaus	Romanstr 93	80639	München	448
Herz-Kreislauf-Klinik	Römstedter Straße 25	29549	Bad Bevensen	130
Klinikum Lippe-Detmold GmbH	Röntgenstr 18	32756	Detmold	826
Kreiskrankenhaus-Poliklinik	Röntgenstr. 1	6712	Zeitz	340
Dreieich-Krankenhaus	Röntgenstrasse 20	63225	Langen	405
Krankenanstalten Düren	Roonstraße 30	52351	Düren	528
Wilhelm-Augusta-Krankenhaus	Röpersberg 2	23909	Ratzeburg	210
Niedersächsisches Landes-	Rosdorfer Weg 70	37081	Göttingen	439
Diakonissenkrankenhaus	Rosenbergstr 38	70174	Stuttgart	357
Ev Fachkrankenhaus Ggmbh	Rosenstrasse 2	40882	Ratingen	156
Dill-Kliniken	Rotebergstrasse 2	35683	Dillenburg	391
Staatl Rheuma-Krankenhaus	Rotenbachtalstrasse 5	76530	Baden-Baden	228
St.-Vincenz-Krankenhaus	Rottstrasse 11	45711	Datteln	371
Allgemeines Krankenhaus	Rübenkamp  148	22305	Hamburg	1095
Auguste-Viktoria-	Rubensstr 125	12157	Berlin	1184
Werner-Forßmann-Krankenhaus	Rudolf-Breitscheid-Str 100	16225	Eberswalde-Finow	437
Kreiskrankenhaus	Rudolf-Breitscheid-Str 37/39	16278	Angermünde	162
Orthopädische Klinik	Rudolf-Breitscheid-Str. 24	14482	Potsdam	150
Inselklinik Heringsdorf	Rudolf-Breitscheid-Strasse 5-6	17424	Heringsdorf	102
Justus-Liebig-Universität	Rudolf-Buchheim-Str 6	35392	Gießen	1380
Justus-Liebig-Universitaet	Rudolf-Buchheim-Str 6	35392	Gießen	0
Krankenhaus Marienhof	Rudolf-Virchow-Str 7	56073	Koblenz	340
Kreiskrankenhaus Borna	Rudolf-Virchow-Strasse 2	4552	Borna	593
Kreiskrankenhaus	Rudolph-Weiss-Straße 5	99947	Bad Langensalza	233
Krankenhaus Neukölln	Rudower Str.56	12351	Berlin	2011
St Josef-Krankenhaus	Rurdorferstr.49	52441	Linnich	225
Kreiskrankenhaus Leonberg	Rutesheimer-Strasse 50	71229	Leonberg	401
Kreiskrankenhaus	Saarstrasse 1	14943	Luckenwalde	255
St.-Josefs-Hospital	Sachsenecke 21	59939	Olsberg	173
Klinik Wittgenstein	Saehlingstrasse 60	57319	Bad Berleburg	245
Deutsches Rotes Kreuz	Salinenstrasse 135	55543	Bad Kreuznach	0
Kreiskrankenhaus	Saliterstr 60	87616	Marktoberdorf	158
DRK-Krankenhaus	Salvador-Allende-Str 2-8	12489	Berlin	587
Missionsaerztliche Klinik	Salvatorstr 7	97074	Würzburg	276
St Marien-Krankenhaus	Salzburger-Str 15	67067	Ludwigshafen	529
Rhoen-Klinikum Ag	Salzburger Leite 1	97616	Bad Neustadt	180
Klinik Fuer Handchirurgie	Salzburger Leite 1	97616	Bad Neustadt	40
Herz- U Gefaessklinik Gmbh	Salzburger Leite 1	97616	Bad Neustadt	231
Krankenhaus Waging Am See	Salzburger Str 29	83329	Waging	63
Krankenhaus F	Sanatoriumspl 2	81545	München	110
Klinikum Neustadt	Sandberger Weg 90	23730	Neustadt/OH	176
Krankenhaus Maria Hilf Gmbh	Sandradstr 43	41061	Mönchengladbach	643
Kreiskrankenhaus Neu-Ulm	Sandstr 1	89231	Neu-Ulm	225
Stadtkrankenhaus	Sanktustorstr 2	90579	Langenzenn	30
Krankenhaus Mara GGmbH	Saronweg 69	33617	Bielefeld	0
Staedt Krankenhaus	Sassenfelder Kirchweg 1	41334	Nettetal	250
Stadtkrankenhaus Wolfsburg	Sauerbruchstraße 7	38440	Wolfsburg	780
St Marien-Hospital	Sauerlandstr.10	58802	Balve	110
Curschmann-Klinik	Saunaring 6	23669	Timmendorfer Strand	30
Kreiskrankenhaus Pirna	Schandauerstrasse 12	1796	Pirna	422
Krankenhaus der Bundeswehr	Scharnhorststrasse 13	10115	Berlin	181
Landratsamt Hof	Schaumbergstrasse 14	95032	Hof	130
St.-Walburga-Krankenhaus	Schederweg 12	59872	Meschede	282
Krankenhaus Maingau	Scheffelstr 2-16	60318	Frankfurt	237
Privatklinik	Scheffelstr 83	63071	Offenbach	36
Klinikum Stadtpark	Scheffelstraße 110	9120	Chemnitz	218
Kliniken	Scheinerstr 3	81679	München	180
Kreiskrankenhaus Abt	Schemelingstraße 47	27232	Sulingen	170
Evangelisches Krankenhaus	Schermbecker Landstr 88	46485	Wesel	342
Knappschafts-Krankenhaus	Schernerweg 4	45894	Gelsenkirchen	300
Deutsches Rotes Kreuz	Schiffdorfer Chaussee 29	27574	Bremerhaven	311
Deutsches Rotes Kreuz	Schiffdorfer Straße 29	27568	Bremerhaven	411
Krankenhaus Sachsenhausen	Schifferstrasse 78-80	60594	Frankfurt	260
Evang Johannes-Krankenhaus	Schildescher Strasse 99	33611	Bielefeld	602
Klinik Schillerhoehe	Schillerhoehe	70839	Gerlingen	202
Asklepios Diabetes-Klinik	Schillerpromenade 2-3	16540	Hohen Neuendorf	70
St Antonius-Krankenhaus	Schillerstr 23	50968	Köln	260
Spreewald-Klinik Lübben	Schillerstrasse 29	15901	Lübben	366
Christliches Krankenhaus	Schillerstraße 8	99817	Eisenach	226
Universität Rostock	Schillingallee 35	18057	Rostock	2115
Kreiskrankenhaus	Schleswiger Str. 114-116	24340	Eckernförde	245
Ev. Krankenhaus Gottesfriede	Schleusenstrasse 50	15569	Woltersdorf	103
Kreiskrankenhaus	Schleusinger Str 17	98646	Hildburghausen	364
Kreiskrankenhaus	Schlichtener Str 101	73614	Schorndorf	370
Stiftung Orthop Uniklinik	Schlierbacher Landstr 200	69118	Heidelberg	314
Luisen-Krankenhaus	Schlierbacher Weg	64678	Lindenfels	162
Psychosomatische Klinik	Schlodderdicher Weg 23	51469	Bergisch Gladbach	36
Zweckverband Krankenhaus	Schloss-Str 28	87534	Oberstaufen	40
St Vincenz-Krankenhaus	Schloss-Str 85	40477	Düsseldorf	353
Fachkrh. für Suchtkranke	Schloss Reelsen	33014	Bad Driburg	22
Psychiatr Landeskrankenhaus	Schloss Str  50	71364	Winnenden	471
Kreiskrankenhaus	Schloss Strasse 1	84056	Rottenburg	66
Staedt Krankenhaus	Schlossbichl 7	82377	Penzberg	152
Kreiskrankenhaus	Schlossfreiheit 7	39590	Tangermünde	122
Landratsamt Aschaffenburg	Schlosshof 1	63755	Alzenau	148
Fachkrankenhaus F.Kinder-	Schlossparkstrasse 5	6268	Vitzenburg	50
Schlossberg Sanatorium	Schlosstr 40	57334	Bad Laasphe	100
Samariterstiftung	Schlossweg 1	72622	Nürtingen	0
Rheinische Landesklinik	Schmelenheide 1	47551	Bedburg-Hau	515
Frauenklinik	Schmidwegerl 2-6	80331	München	75
Berufsgenossenschaftliche	Schnarrenbergstrasse 95	72076	Tübingen	325
Staedt Krankenhaus	Schoenblickstrasse 45	78112	St Georgen	85
Rotes Kreuz Krankenhaus	Schoene Aussicht 41	65193	Wiesbaden	104
Privatklinik Josefinum	Schoenfeldstr 16	80539	München	90
Augenklinik Dr Schad	Schoenleinstr 11	70184	Stuttgart	24
St Franziskus-Hospital	Schoensteinstr 63	50825	Köln	404
Krankenhaus Weißensee	Schoenstrasse 87/90	13086	Berlin	410
Evangelisches Johannesstift	Schoenwalder Allee 26	13587	Berlin	380
Kreiskrankenhaus Neuhaus	Schöne Aussicht 39	98724	Neuhaus	257
Staedtisches Krankenhaus	Schopfheimer Str 55	79669	Zell	45
Diakoniewerk Bethel	Schorndorfer Strasse 81	73642	Welzheim	70
Laubacher Stift	Schottener Str 2	35321	Laubach	41
Ev Krankenhaus	Schottstr 66	56841	Traben-Trarbach	80
Verwaltung Des Bundeswehr-	Schubertstrasse 60	35392	Gießen	49
Psychosomatische Klinik	Schuetzenstr 16	86949	Windach	136
Urolog Priv Klinik	Schuetzenstr 18	76530	Baden-Baden	10
Staedtisches Krankenhaus	Schuetzenstrasse 15	83646	Bad Tölz	305
Katholisches Krankenhaus	Schülgenstraße 15	53604	Bad Honnef	277
Von Bodelschwingh-	Schulstr 11	49477	Ibbenbüren	200
Krank Haeuser d Maerk Krs	Schulstr 25	58791	Werdohl	151
Krankenhaus für Innere	Schulstraße 12	98701	Großbreitenbach	65
Charité - Medizinische	Schumannstrasse 20-21	10115	Berlin	1350
Krankenhaus St. Matthäus	Schürenkamp 6	49324	Melle	184
Evangelisches Krankenhaus	Schützenstr 9	58239	Schwerte	188
Kreiskrankenhaus Stormarn	Schützenstraße 55	23843	Bad Oldesloe	286
Kreiskrankenhaus Alsfeld	Schwabenröder Straße 81	36304	Alsfeld	202
Krankenhaus St.-Joseph-Stift	Schwachhauser Heerstraße 54	28203	Bremen	500
St Lukas-Klinik	Schwanenstr 132	42697	Solingen	353
Karl-Olga-Krankenhaus Gmbh	Schwarenbergstr 7	70190	Stuttgart	307
Sana-Herzchirurgische	Schwarenbergstrasse 7	70190	Stuttgart	20
Kreiskrankenhaus Herford	Schwarzenmoorstr 70	32049	Herford	685
Kreiskrankenhaus Schopfheim	Schwarzwaldstr 40	79650	Schopfheim	150
Fachkrankenhaus Fuer	Schwarzwaldstrasse 40	77740	Bad Peterstal-Griesbach	139
West-Klinik-Dahlem	Schweinfurth-Str 43-47	14195	Berlin	44
Krankenhaus Rottenmuenster	Schwenninger Str 55	78628	Rottweil	455
Elisabeth-Klinik	Schwerter Str 240	44289	Dortmund	35
Krankenhaus Bad Schandau	Sebnitzer Strasse 23	1814	Bad Schandau	50
St Katharinen Krankenhaus	Seckbacher Landstr 65	60389	Frankfurt	455
Städtisches Krankenhaus	Sedanstraße 1	27283	Verden	180
St Josefs-Krankenhaus	Seegartenstr 4	68519	Viernheim	106
Privatklinik Dr Decker	Seestr 12	80802	München	75
Krankenhaus Neustadt	Seilersgruendchen 8	96465	Neustadt	80
Kreiskrankenhaus Bad	Seilerweg 29	36251	Bad Hersfeld	568
Psychiatrisches Krankenhaus	Seilerweg 29	36251	Bad Hersfeld	24
Kreiskrankenhaus	Selkstraße 13	25832	Tönning	50
Albertinen-Haus für	Sellhopsweg 18-22	22459	Hamburg	118
Kreiskrankenhaus Weida	Semmelweispark	7570	Weida	106
Krankenhaus Z Guten Hirten	Semmelweiss-Strasse 7	67059	Ludwigshafen	170
Kreiskrankenhaus	Semmelweisstrasse 1-10	17235	Neustrelitz	230
Stadtkrankenhaus Soest	Senator-Schwarz-Ring 8	59494	Soest	318
Zentralkrankenhaus	Senator-Wessling-Straße 1	28277	Bremen	534
GHS-Krankenhaus für	Senftenberger Ring 51	13435	Berlin	155
Kreiskrankenhaus	Siegertshoehe 1	83308	Trostberg	209
Kreiskrankenh-Kasse Mayen F	Siegfriedstr 20	56727	Mayen	303
Park-Klinik Manhagen	Sieker Landstraße 19	22927	Großhansdorf	20
Allgemeines Krankenhaus	Siemensplatz 4	29223	Celle	760
Johanniter-Krankenhaus	Siepenstr 33	42477	Radevormwald	130
Sauerlandklinik Hachen	Siepenstr 44	59846	Sundern	141
Medizinische Einrichtungen	Sigmund-Freud-Straße 25	53127	Bonn	1521
Kreiskrankenhaus	Simbacher Str 35	94094	Rotthalmünster	234
Landratsamt Nuernberg Land	Simonshoferstrasse 55	91207	Lauf	168
Kreiskrankenhaus	Simonsoeder Allee	84307	Eggenfelden	310
Staedtisches Krankenhaus	Soellner Str 16	92637	Weiden	647
