Name	StrHausNr	PLZ	Ort	Bettenanzahl
Kreiskrankenhaus Leer	Annenstraße 9	26789	Leer	320
St Marien-Hospital	An'T Lindeken 100	48691	Vreden	132
Klinik Zissendorf Gmbh	Gut Zissendorf	53773	Hennef	39
Landesfachkrankenhaus	Alexander-Puschkin-Str 17	99734	Nordhausen	346
Staedt Krankenhaus	Farnweg 7	77728	Oppenau	46
Diabetes-Klinik	Am Klaubusch	29549	Bad Bevensen	125
Herz-Jesu-Krankenhaus	Buttlarstr 74	36039	Fulda	262
Tagesklinik	Dimbeck 6	45470	Mülheim	0
Frauenklinik Dr Herrmann	Amstetter Str 54 A	70329	Stuttgart	44
Therapie-Zentrum Burgau	Dr-Friedl-Strasse 1	89331	Burgau	40
Kreiskrankenhaus Leisnig	Colditzer Strasse 48	4703	Leisnig	263
Paracelsusklinik Schoeneck	Albertplatz 1	8261	Schöneck	153
Martin-Luther-Universitaet	Franzosenweg 1A	6112	Halle	1551
St Hedwig-Hospital	Ahornstr 33	45892	Gelsenkirchen	230
Heilig-Geist Krankenhaus	Graseggerstr 105	50737	Köln	348
Kreiskrankenhaus Plochingen	Am Aussichtsturm 5	73207	Plochingen	170
Krankenhaus Wettin	Am Schweizerling	6198	Wettin	92
Kreiskrankenhaus Husum	Erichsenweg 16	25813	Husum	297
St Elisabeth-Hospital	Am Krankenhaus 12	49497	Mettingen	79
Stadt Wilhelmshaven	Friedrich-Paffrath-Straße 100	26389	Wilhelmshaven	575
Krankenhaus Friedrichstadt	Friedrichstrasse 41	1067	Dresden	1076
Kreiskrankenhaus Chemnitz	Chemnitzer Strasse 24 A	9212	Limbach-Oberfrohna	159
Ev. Krh. Ludwigsfelde-Teltow	Albert-Schweitzer-Straße 42-44	14974	Ludwigsfelde	295
Orthopaedisches Krankenhaus	Balthasar-Neumann-Platz 1	97440	Werneck	157
Privatklinik	Gabriel-von-Seidl-Str 77	82031	Grünwald	12
Veramed-Klinik A Tannenberg	Beringhausen	59872	Meschede	80
St Josefs-Hospital	Axstr 35	44879	Bochum	171
Krankenhaus Beim	Beim Andreasbrunnen 6	20249	Hamburg	54
Krankenhaus Erlabrunn	-	8349	Erlabrunn	494
Stadtkrankenhaus	August-Bebel-Str 59	65428	Rüsselsheim	511
St Josef-Krankenhaus	Augustinusstr 23	41460	Neuss	300
Krankenhaus	Balthasar-Neumann-Platz 5	97440	Werneck	85
Kreiskrankenhaus Dorfen	Erdinger Str 17	84405	Dorfen	90
St.-Vinzenz-Krankenhaus	Freiheitstr 31	58762	Altena	179
Rummelsberger Anstalten	Gehfeldstr 24	82467	Garmisch-Partenkirchen	190
Nervenkrankenhaus	Balthasar-Neumann-Platz 1	97440	Werneck	300
Fachklinik Hornheide	Dornbaumstr 300	48143	Münster	194
Sächsisches Krankenhaus	-	4720	Westewitz über Döbeln	145
Staedtische Kliniken	Gothenstr 6-8	60311	Frankfurt	1120
Brk Rheuma-Zentrum	Am Markt 2	93077	Bad Abbach	257
Heinz Kalk-Klinik	Am Gradierbau 2	97688	Bad Kissingen	86
Ev.-Luth. Diakonissen-	Elise-Averdieck-Straße 17	27356	Rotenburg	860
Krankenhaus Landsberg Lech	Brgmstr-Dr-Hartmann-Str 15	86899	Landsberg	294
Chirurg Klinik Dr Rinecker	Am Isarkanal 30	81379	München	264
Fachkrankenhaus Marienstift	Clara-Zetkin-Strasse 72	8340	Schwarzenberg	68
Kreiskrankenhaus Springe	Eldagsnerstraße 34	31832	Springe	150
Krankenhaus Eichhof	Am Eichberg 41	36341	Lauterbach	283
Kreiskrankenhaus	Danziger-Strasse 25	76887	Bad Bergzabern	175
Städtisches Krankenhaus	Gartenstraße 22	26757	Borkum	20
Rudolf Presl Gmbh & Co	August-Bebel-Strasse 12	1731	Kreischa	30
St Marien-Hospital	Altstadtstr 23	44534	Lünen	593
Fachklinik F Gemuets- U	Aarstr 17	56368	Katzenelnbogen	65
Evangelisches Krankenhaus	An der Lutter 24	37075	Göttingen	355
Priv.Klinik U.Sanatorium	Badstr 43	85456	Wartenberg	117
Paracelsus-Klinik Hemer	Breddestr 22	58675	Hemer	210
St.-Josef Hospital	Elmarstr 38	33004	Bad Driburg	308
Stadtkrankenhaus	August-Bebel-Str 59	65428	Rüsselsheim	511
Huettenhospital	Am Marksbach 28	44269	Dortmund	144
Kreiskrankenhaus Buchen	Dr Konrad Adenauer Str 37	74722	Buchen	224
Krankenhaus	Gerber Weg 6	87541	Hindelang	60
Kliniken St. Antonius	Carnaper Straße 48	42283	Wuppertal	735
Kreiskrankenhaus Schotten	Aussenliegend 13	63679	Schotten	155
Veramed-Klinik A Tannenberg	Beringhausen	59872	Meschede	80
Privatklinik Dr. Katalinic	Am Plärrer 35	90443	Nürnberg	10
Kreiskrankenhaus Uetersen	Bleekerstraße 3-5	25436	Uetersen	125
Ev. Krankenhaus	Albert-Rohloff-Straße 2	37581	Bad Gandersheim	171
Bezirkskrankenhaus	Am Europakanal 71	91056	Erlangen	491
Krankenhaus Hedwigshoehe	Buntzelstrasse 36	12526	Berlin	125
Kreiskrankenhaus Osterode	Dr.-Hermannes-Weg 1	37412	Herzberg	236
Landesnervenklinik	Fehrbelliner Strasse 38	16816	Neuruppin	390
Stadtkrankenhaus Worms	Gabriel-von-Seidl-Str 81	67550	Worms	556
Sophien-Klinik Gmbh	Dieterichsstraße 33	30159	Hannover	130
Kreiskrankenhaus	Am Griesberg 1	84347	Pfarrkirchen	207
Theresienklinik	Domerschulstr.1/3	97070	Würzburg	85
Evangelisches Krankenhaus	Badestrasse 23	99762	Neustadt	90
Hochrheinklinik	Bergseestr 57	79713	Bad Säckingen	50
Staedt.Krankenhaus	Bismarckstr 19	79336	Herbolzheim	150
Marien-Hospital	Ardeystr.3	58452	Witten	414
Waldkrankenhaus Dalkingen	-	73492	Rainau	38
Westf Landeskrankenhaus	Friedr-Wilh-Weber-Str 30	48147	Münster	691
Staedt Krankenhaus	Ernst-Leitz-Weg 4	79295	Sulzburg	45
Kreiskrankenhaus Schotten	Aussenliegend 13	63679	Schotten	155
Wilh-Griesinger-Krankenhaus	Brebacher Weg 15	12683	Berlin	701
Vianney-Hospital	Auf dem Stein 17-21	88662	Überlingen	30
Theresienklinik	Domerschulstr.1/3	97070	Würzburg	85
Städtisches Krankenhaus	Dobberkaustraße 5	29378	Wittingen	71
Marienkrankenhaus	Amtfeld 19	76316	Malsch	31
Städtisches Krankenhaus	Dobberkaustraße 5	29378	Wittingen	71
Theresienklinik	Domerschulstr.1/3	97070	Würzburg	85
Theresienklinik	Domerschulstr.1/3	97070	Würzburg	85
Krankenhaus	Auf dem hohen Ufer 19	26160	Bad Zwischenahn	105
Chirurgische Privatklinik	Denninger Strasse 44	81679	München	185
Zentrum Fuer Psychiatrie	Alexandrinenstr 1	44791	Bochum	145
Unfallklinik	Auguste-Victoria-Straße 18	24103	Kiel	38
Kreiskrankenhaus Chemnitz	Chemnitzer Strasse 24 A	9212	Limbach-Oberfrohna	159
Landeswohlfahrtsverb Hessen	-	34308	Bad Emstal	0
Naemi-Wilke-Stift	Dr-Ayrer-Strasse 1-4	3172	Guben	244
Taunusklinik Falkenstein	Debusweg 2	61462	Königstein	153
Tagesklinik Kieler Fenster	Alte Lübecker Chaussee 1	24114	Kiel	0
Auguste-Viktoria-Klinik	Am-Kokturkanal 2 Pst 100161	32545	Bad Oeynhausen	156
Paracelsus-Klinik	Am Natruper Holz 69	49076	Osnabrück	350
Kreiskrankenhaus	Coburger Str 207	96106	Ebern	115
Ev Krankenhaus Kredenbach	Dr Stelbrinkstrasse 47	57223	Kreuztal	128
Kreiskrankenhaus Sulz	Freudenstaedter Str 13	72172	Sulz	45
Neuro-Psychiatr Krankenhaus	Bruch Str 6	52538	Gangelt	80
Kreiskrankenhaus Dorfen	Erdinger Str 17	84405	Dorfen	90
St.-Barbara-Hospital	Barbarastrasse 1	45964	Gladbeck	453
Neuro-Psychiatr Krankenhaus	Bruch Str 6	52538	Gangelt	80
Ohlsche Privatklinik Gmbh	Carl-von-Ossietzky-Strasse 19	4600	Altenburg	20
Tagesklinik Kieler Fenster	Alte Lübecker Chaussee 1	24114	Kiel	0
Frauenklinik Dr Herrmann	Amstetter Str 54 A	70329	Stuttgart	44
Kreiskrankenhaus Leer	Annenstraße 9	26789	Leer	320
St Antonius-Krankenhaus	Auf der Rahm 17	57537	Wissen	130
St Antonius-Krankenhaus	Auf der Rahm 17	57537	Wissen	130
St Carolus-Krankenhaus	Carolusstrasse 212	2827	Görlitz	239
Fachklinik Hornheide	Dornbaumstr 300	48143	Münster	194
Kreiskrankenhaus	Dr.-Goldenbogen-Strasse	51545	Waldbröl	461
Privatklinik	Feldbrunnenstraße 64	20148	Hamburg	22
Westfälische Klinik für	Franz-Hegemann-Strasse 23	59581	Warstein	866
Westf Landeskrankenhaus	Eickelbornstr 19	59556	Lippstadt	597
Stadtkrankenhaus	Brunnenallee 15	34537	Bad Wildungen	207
Robert-Janker-Klinik	Baumschulallee 12-14	53115	Bonn	109
Neuro-Psychiatr Krankenhaus	Bruch Str 6	52538	Gangelt	80
Goldenbuehl-Krankenhaus	Berliner Starsse 23	78048	Villingen-Schwenningen	92
Kreiskrankenhaus	Delbrueckstraße 2	25541	Brunsbüttel	165
Kreiskrankenhaus	Am Vogelsang 4	79618	Rheinfelden	170
Kliniken St. Antonius	Carnaper Straße 48	42283	Wuppertal	735
St Antonius-Hospital	Albers Allee 5-7	47533	Kleve	437
Stadtkrankenhaus	Brunnenallee 15	34537	Bad Wildungen	207
Kreiskrankenhaus Plochingen	Am Aussichtsturm 5	73207	Plochingen	170
Malteser-Krankenhaus Kamenz	Am Damm 7	1917	Kamenz	202
Frauenklinik Dr Herrmann	Amstetter Str 54 A	70329	Stuttgart	44
Städtisches Krankenhaus	Am Friedenshof 5	23966	Wismar	788
Nephrologisches Zentrum	Am Vogelsang 105	34346	Hannoversch Münden	120
Fachklinik F Gemuets- U	Aarstr 17	56368	Katzenelnbogen	65
Fachklinik Freudenholm-	Daldorfer Straße 2	24635	Rickling	35
St.-Josef Hospital	Elmarstr 38	33004	Bad Driburg	308
St Hildegardis-Krankenhaus	Bachemerstr 29-33	50931	Köln	320
Unfallklinik	Auguste-Victoria-Straße 18	24103	Kiel	38
Franziskus-Krankenhaus	Budapester Straße 15-19	10787	Berlin	248
Kreiskrankenhaus Ellwangen	Dalkinger Str          12	73479	Ellwangen	253
Krankenhaus Hedwigshoehe	Buntzelstrasse 36	12526	Berlin	125
Kreiskrankenhaus	Alvesloher Straße 27	24568	Kaltenkirchen	208
Kreiskrankenhaus Querfurt	Eislebener Strasse 9	6268	Querfurt	236
Evangelisches Krankenhaus	An der Lutter 24	37075	Göttingen	355
Kliniken St. Antonius	Carnaper Straße 48	42283	Wuppertal	735
Kreiskrankenhaus	Dr-Sauerbruch-Str 1	93133	Burglengenfeld	189
Staedt Klinikum Dessau	Auenweg 38	6847	Dessau	830
Franziskus-Krankenhaus	Budapester Straße 15-19	10787	Berlin	248
Jugenddorf Buchenhoehe	Buchenhoehe 46	83471	Berchtesgaden	20
Deutsche Diabetes	Auf M Hennekamp 65	40225	Düsseldorf	58
Priv.Nervenklinik	Bergstr 50	82131	Gauting	70
Kreiskrankenhaus	Ernst-Putz-Str 4	97769	Bad Brückenau	76
Kreiskrankenhaus Prignitz	Bergstrasse 11	19348	Perleberg	222
Kinderklinik Dritter Orden	Bischof-Altmann-Strasse 9	94032	Passau	90
Vitalisklinik	Am Weinberg 3	36251	Bad Hersfeld	31
Rudolf Presl Gmbh & Co	August-Bebel-Strasse 12	1731	Kreischa	30
Evang Krankenhaus	Brusebrinkstr 20	58135	Hagen	265
Kreiskrankenhaus	Dohuser Weg 10	26409	Wittmund	175
Stiftsklinik Augustinum	Erkenbrecht Allee 45	91438	Bad Windsheim	194
Nervenkrankenhaus	Balthasar-Neumann-Platz 1	97440	Werneck	300
Frauenklinik Stendal	Bahnhofstrasse 24-26	39576	Stendal	147
Lichtenau Ev	Am Mühlenberg	37235	Hessisch Lichtenau	150
Marienhospital	Basilikastrasse 55	47623	Kevelaer	254
Klinikum Bamberg	Buger Strasse 80	96049	Bamberg	793
Kreiskrankenhaus Zschopau	Beethovenstrasse 11	9405	Zschopau	249
Allgemeines Krankenhaus	Alphonsstraße 14	22043	Hamburg	620
Krankenhaus St. Vinzenz	Bismarckstraße 10	38102	Braunschweig	120
Klinik Prof Schweckendiek	Blitzweg 21	35039	Marburg	26
Klinik Feldafing	Dr-Appelhans-Weg 6	82340	Feldafing	92
Krankenhaus Lichtenberg	Fanningerstrasse 32	10365	Berlin	471
Kreiskrankenhaus	Eschfeldstraße 17	49356	Diepholz	190
Diakonie-Krankenhaus	Diakoniestr	74523	Schwäbisch Hall	593
Evang-Meth Diakoniewerk Ev	Dobenaustrasse 130	8523	Plauen	55
Knappschaftskrankenhaus	Dr.-Hans-Böckler-Platz 1	52146	Würselen	402
Klinikum Aschaffenburg	Am Hasenko	63739	Aschaffenburg	668
Kreiskrankenhaus Osterode	Dr.-Hermannes-Weg 1	37412	Herzberg	236
Lukas-Krankenhaus	Bentheimer Str 10	48599	Gronau	135
Kreiskrankenhaus Erding	Bajuwarenstr 5	85435	Erding	355
Chirurgische Klinik	Alter Postplatz 2	71332	Waiblingen	44
Franziskus-Krankenhaus	Budapester Straße 15-19	10787	Berlin	248
Sächsisches Krankenhaus für	Bahnhofstrasse	8228	Rodewisch	317
Marien-Hospital	Ardeystr.3	58452	Witten	414
Jugenddorf Buchenhoehe	Buchenhoehe 46	83471	Berchtesgaden	20
Städtisches Krankenhaus	Chemnitzstraße 33	24114	Kiel	769
Kinderkrankenhaus Seehospiz	Benekestraße 27 Postfach 1563	26548	Norderney	160
Deutsche Klinik	Aukammallee 33	65191	Wiesbaden	80
St Marien-Krankenhaus	Edgar-von-Gierke-Str 2	76135	Karlsruhe	100
Chirurgische Klinik	Alter Postplatz 2	71332	Waiblingen	44
Vianney-Hospital	Auf dem Stein 17-21	88662	Überlingen	30
Kreiskrankenhaus Soemmerda	Bahnhofstrasse 36	99610	Sömmerda	460
Katharinen-Hospital	Bahnstr 26	47877	Willich	160
Städtisches Krankenhaus	Bögelstraße 1	21339	Lüneburg	580
Landesnervenklinik	Dautenheimer Landstr 66	55232	Alzey	435
Evang.-Luth. Wichernstift	Elmeloh 2	27777	Ganderkesee	57
Rheuma Klinik	Bismarckstr 7	32545	Bad Oeynhausen	39
St.-Vincenz-Krankenhaus	Am Busdorf 2-4	33098	Paderborn	556
Kreiskrankenhaus Nuertingen	Auf dem Saeer 2	72622	Nürtingen	468
Chir Privatklinik	Bruehlstr 33	32423	Minden	40
DRK-Krankenhaus	Berliner Str.11	14169	Berlin	250
Privatklinik Dr. Pantke	Beselerallee 7	24105	Kiel	21
St.-Anna-Hospital	Clemens-August-Straße 12	49413	Dinklage	75
St.-Agnes-Hospital	Burloer Weg 125	46397	Bocholt	506
Zentrum Fuer Psychiatrie	Alexandrinenstr 1	44791	Bochum	145
Orthopädische Klinik	Alten Eichen 28	28359	Bremen	34
Morlok Dr med	Breite Str 34	72116	Mössingen	15
Gesundheitseinrichtungen	Dr.-Kremser-Straße 41	99755	Sülzhayn	66
Elisabeth-Krankenhaus Gmbh	Elisabethstr 23	94315	Straubing	553
St.-Johannes-Stift	Bredelaer Straße 33	34431	Marsberg	635
Klinik Dr Roemer	Altburger Weg 2	75365	Calw	82
Staedtisches Krankenhaus	Elsa-Brandstroem-Strasse 1	67227	Frankenthal	325
Priessnitz-Klinik Mahlow	Arnold-Böcklin-Strasse 7	15831	Mahlow	80
Maria-Theresia-Klinik	Bavariaring 46	80336	München	64
Kreiskrankenhaus	Crailsheimer Str 6	91550	Dinkelsbühl	190
Evang Diakonissenanstalt	Diakonissenstr 28	76199	Karlsruhe	430
Kreiskrankenhaus Erding	Bajuwarenstr 5	85435	Erding	355
St.- Josefs-Krankenhaus	Allee nach Sanssouci 7	14471	Potsdam	265
St Vincenz- Und	An der Goldgrube 11	55131	Mainz	458
Johanniter-Krankenhaus	Am Runden Berge	21502	Geesthacht	252
St Josefs-Krankenhaus Ggmbh	Dr Krismann Str 12	33154	Salzkotten	199
Alexianer-Krankenhaus	Alexianergraben 33	52064	Aachen	205
St.-Anna-Hospital	Clemens-August-Straße 12	49413	Dinklage	75
Tagesklinik	Alteburger Str 8-12	50678	Köln	24
Kreiskrankenhaus	Crailsheimer Str 6	91550	Dinkelsbühl	190
Fabricius Klinik Remscheid	Bruederstr 65	42853	Remscheid	115
Kreiskrankenhaus Dormagen	Dr.-Geldmacher-Straße	41539	Dormagen	364
Gemeinnuetziges	Beckweg 4	58313	Herdecke	484
St.-Johannes-Stift	Bredelaer Straße 33	34431	Marsberg	635
Bezirkskrankenhaus	Am Europakanal 71	91056	Erlangen	491
Kreiskrankenhaus Traunstein	Cuno-Niggl-Strasse 3	83278	Traunstein	490
Städtisches Krankenhaus	Chemnitzer Strasse 50	4289	Leipzig	496
Landeswohlfahrtsverb Hessen	-	34308	Bad Emstal	430
St Josefs-Krankenhaus	Asberger Strasse 4	47441	Moers	457
St.- Alexius-Krankenhaus	Alexianerplatz 1	41464	Neuss	454
Privatklinik Dr. Katalinic	Am Plärrer 35	90443	Nürnberg	10
Städtisches Krankenhaus	Dobberkaustraße 5	29378	Wittingen	71
Marienhospital	Boeheimstr 37	70178	Stuttgart	629
Marien-Hospital	Behringstr 36	44225	Dortmund	290
Evang Krankenhaus	Andreasring 13-17	67547	Worms	208
Arbeiter-Samariter-Bund	Am Grossen Wannsee 28-30	14109	Berlin	223
Krankenhaus St. Georg	Bombergallee 8	31812	Bad Pyrmont	188
Diakonie-Krankenhaus	Diakoniestr	74523	Schwäbisch Hall	593
Kreiskrankenhaus	Am Kaelblesrain 1-10	73430	Aalen	437
Kreiskrankenhaus	Achdorfer Weg 3	84036	Landshut	367
Marienkrankenhaus	August Antz Str 22	54293	Trier	190
Kreiskrankenhaus	Basedower Strasse 33	17139	Malchin	270
Kreiskrankenhaus	Danziger-Strasse 25	76887	Bad Bergzabern	175
Krankenhaus	Burgstall 9	72160	Horb	110
Lichtenau Orthopaedische	Am Muehlenberg	37235	Hessisch Lichtenau	30
Kreiskrankenhaus	Bodelschwinghstr 11 A	68723	Schwetzingen	312
Landeswohlfahrtsverb Hessen	-	64560	Riedstadt	421
Kreiskrankenhaus Uetersen	Bleekerstraße 3-5	25436	Uetersen	125
St Antoniuskrankenhaus	-	56588	Waldbreitbach	162
Städtisches Krankenhaus	Am Friedenshof 5	23966	Wismar	788
Krankenhaus	Auf dem hohen Ufer 19	26160	Bad Zwischenahn	105
St.-Bernhard-Hospital	Bgm-Schmelzing-Str 90	47475	Kamp-Lintfort	430
Priv Klinik Dr Steib	Adelheidstr 18	61462	Königstein	34
Paracelsusklinik Schoeneck	Albertplatz 1	8261	Schöneck	153
Kliniken Am Burggraben	Alte Vlothoer Str 47-49	32105	Bad Salzuflen	30
Krankenhaus F Psychiatrie	Am Sommerberg	97816	Lohr	441
Krankenhaus Salzhausen	Bahnhofstraße 5	21376	Salzhausen	75
Ev Krankenhaus Kalk	Buchforststr 2	51103	Köln	395
Sächsisches Krankenhaus	-	4720	Westewitz über Döbeln	145
Klinik für Tumorbiologie	Breisacher Straße 117	79106	Freiburg im Breisgau	80
St Elisabeth-Krankenhaus	Alois-Schneider-Str 37	54568	Gerolstein	152
Duenkeloh-Klinik	Alleestr 105-107	42853	Remscheid	50
Martin-Luther-Krankenhaus	Caspar-Theyss-Str 27	14193	Berlin	400
Elisabeth-Krankenhaus Gmbh	Cranger Strasse 226	45894	Gelsenkirchen	210
Kreiskrankenhaus	Aulendorfer Str 63	88427	Bad Schussenried	60
Knappschafts Krankenhaus	Am Deimelsberg 34 A	45276	Essen	274
St-Vincenz-Krankenhaus	Am Stein 24	58706	Menden	286
St.- Marien-Krankenhaus	Bergstrasse 1-3	14776	Brandenburg	105
Privatklinik	Badstrasse 22	76835	Gleisweiler	100
Hochrheinklinik	Bergseestr 57	79713	Bad Säckingen	50
Kreiskrankenhaus	Danziger-Strasse 25	76887	Bad Bergzabern	175
Kreiskrankenhaus	Am Kaelblesrain 1-10	73430	Aalen	437
Priv Klinik Dr Steib	Adelheidstr 18	61462	Königstein	34
Arbeiter-Samariter-Bund	Am Grossen Wannsee 28-30	14109	Berlin	223
Klinik Oberwald Kg	An den Mühlwiesen 14-17	36355	Grebenhain	168
Kreiskrankenhaus Herzberg	Anhalter Strasse 1	4916	Herzberg	237
Kreiskrankenhaus Nuertingen	Auf dem Saeer 2	72622	Nürtingen	468
Evangelisches Krankenhaus	Badestrasse 23	99762	Neustadt	90
Deutsches Herzzentrum	Augustenburger Platz 1	13353	Berlin	142
Kliniken Der Stadt	-	66111	Saarbrücken	853
Kliniken Am Burggraben	Alte Vlothoer Str 47-49	32105	Bad Salzuflen	30
Kreiskrankenhaus Bützow	Am Forsthof 11	18246	Bützow	135
Kreiskrankenhaus	Am Greinberg 25	97199	Ochsenfurt	170
Augenklinik	Am Kurpark 13-15	49214	Bad Rothenfelde	65
Staedt Klinikum Dessau	Auenweg 38	6847	Dessau	830
Auguste-Viktoria- und	Auguste-Viktoria-Allee 19-23	33175	Bad Lippspringe	350
Marienkrankenhaus Gem Gmbh	Auguste-Viktoria-Allee 2	33175	Bad Lippspringe	115
St.- Marien-Krankenhaus	Bergstrasse 1-3	14776	Brandenburg	105
Kreiskrankenhaus Luckau	Berliner Strasse 27	15926	Luckau	181
Eduardus Krankenhaus	Custodisstr 3-17	50679	Köln	383
Krankenhaus Mörsenbroich-	Amalienstraße 9	40472	Düsseldorf	463
Heinz Kalk-Klinik	Am Gradierbau 2	97688	Bad Kissingen	86
Klinik für ästhetisch-	Am Hauptbahnhof 12	60329	Frankfurt	0
Paracelsus-Klinik	Am Natruper Holz 69	49076	Osnabrück	350
Chirurg Klinik Dr Rinecker	Am Isarkanal 30	81379	München	264
Krankenhaus St. Vinzenz	Bismarckstraße 10	38102	Braunschweig	120
Paracelsus-Klinik Hemer	Breddestr 22	58675	Hemer	210
Arabella-Privatklinik	Arabellastr 5/19	81925	München	38
Kreiskrankenhaus Bautzen	Am Stadtwall 3	2625	Bautzen	568
Hess Bruederhaus Ev	-	34613	Schwalmstadt	90
Krankenhaus Stift Betlehem	-	19288	Ludwigslust	328
Paracelsusklinik Schoeneck	Albertplatz 1	8261	Schöneck	153
Krankenhaus Rohrbach	Amalienstr 5	69126	Heidelberg	206
Diabetiker-Hospital	Bundesallee 33	10717	Berlin	148
Kreiskrankenhaus Elmshorn	Agnes-Karll-Allee	25337	Elmshorn	316
Allgemeines Krankenhaus	Alphonsstraße 14	22043	Hamburg	620
Priessnitz-Klinik Mahlow	Arnold-Böcklin-Strasse 7	15831	Mahlow	80
Kreiskrankenhaus Leisnig	Colditzer Strasse 48	4703	Leisnig	263
Priessnitz-Klinik Mahlow	Arnold-Böcklin-Strasse 7	15831	Mahlow	80
Maria-Theresia-Klinik	Bavariaring 46	80336	München	64
Chirurgische Klinik	Alter Postplatz 2	71332	Waiblingen	44
Klinik Roseneck Gmbh & Co	Am Roseneck 6	83209	Prien	150
St Johannes-Hospital	An der Abtei 7-11	47166	Duisburg	630
Oskar-Helene-Heim	Clayallee 229	14195	Berlin	267
Krankenhaus Stift Betlehem	-	19288	Ludwigslust	328
St Antoniuskrankenhaus	-	56588	Waldbreitbach	162
Kreiskrankenhaus	Albert-Schweitzer-Straße 10	48527	Nordhorn	392
Allgemeines Krankenhaus	Alphonsstraße 14	22043	Hamburg	620
Bezirkskrankenhaus	Am Europakanal 71	91056	Erlangen	491
Mathildenhospital	Am Schlag 9	63654	Büdingen	172
Kreiskrankenhaus Nuertingen	Auf dem Saeer 2	72622	Nürtingen	468
St Johannes-Hospital	Billerbeckerstr 28	48341	Altenberge	60
Krankenhaus Paulinenstift	Borngasse 14	56355	Nastätten	104
Kreiskrankenhaus	Bürgerstraße 27	27321	Thedinghausen	43
Kreiskrankenhaus Torgau	Christianistrasse 1	4860	Torgau	288
Krankenhaus	Balthasar-Neumann-Platz 5	97440	Werneck	85
Herz-Jesu-Krankenhaus	Buttlarstr 74	36039	Fulda	262
Augustahospital Anholt Gmbh	Augustastrasse 8 Pstf 20	46419	Isselburg	108
Sana Klinik	Bertelestrasse 75	81479	München	125
Kreiskrankenhaus	Albert-Schweitzer-Straße 10	48527	Nordhorn	392
Staedt Krankenhaus	Bodelschwinghstr.11	76829	Landau	231
Landeswohlfahrtsverband	Cappeler-Str 98	35039	Marburg	88
Landeswohlfahrtsverb Hessen	-	64560	Riedstadt	421
Fachklinik Fuer Neurologie	Akad Krkhs der Univers Ulm	88477	Schwendi	78
Privatklinik Dr. Katalinic	Am Plärrer 35	90443	Nürnberg	10
Marien-Hospital	Ardeystr.3	58452	Witten	414
Vianney-Hospital	Auf dem Stein 17-21	88662	Überlingen	30
Kreiskrankenhaus	August-Bebel-Strasse 15	9669	Frankenberg	252
Augustahospital Anholt Gmbh	Augustastrasse 8 Pstf 20	46419	Isselburg	108
St Josef-Krankenhaus	Augustinusstr 23	41460	Neuss	300
Rheuma Klinik	Bismarckstr 7	32545	Bad Oeynhausen	39
Stadtkrankenhaus	Brunnenallee 15	34537	Bad Wildungen	207
Malteser-Krankenhaus Kamenz	Am Damm 7	1917	Kamenz	202
Kreiskrankenhaus	Am Plattenwald 1	74177	Bad Friedrichshall	447
Priessnitz-Klinik Mahlow	Arnold-Böcklin-Strasse 7	15831	Mahlow	80
Landeswohlfahrtsverb Hessen	-	34308	Bad Emstal	430
St.-Anna-Stift	Annenstraße	49624	Löningen	150
Brüderkrankenhaus	Bonner Talweg 4-6	53113	Bonn	288
Caritas-Kliniken Pankow	Breite Strasse 46-47	13187	Berlin	298
St Antonius-Krankenhaus	Birkenallee 18	41844	Wegberg	105
Augustahospital Anholt Gmbh	Augustastrasse 8 Pstf 20	46419	Isselburg	108
St Johannes-Hospital	Billerbeckerstr 28	48341	Altenberge	60
Johanniter-Krankenhaus	Am Runden Berge	21502	Geesthacht	252
Psychiatrisches Krankenhaus	Austrasse 40	35745	Herborn	339
Kinderkrankenhaus Seehospiz	Benekestraße 27 Postfach 1563	26548	Norderney	160
Kliniken Der Stadt	-	66111	Saarbrücken	853
Kliniken Der Stadt	-	66111	Saarbrücken	853
Westfälische Landesklinik	Agathastr.1	33098	Paderborn	240
Kreiskrankenhaus	An Fronte Karl 1	76726	Germersheim	171
Krankenhaus	Auf dem hohen Ufer 19	26160	Bad Zwischenahn	105
St Josef-Krankenhaus	Augustinusstr 23	41460	Neuss	300
Städtisches Krankenhaus	Bahnhofstraße 7	99885	Ohrdruf	80
Krankenhaus St Josef	Bergstr 6-12	42105	Wuppertal	291
Evang Krankenhaus	Brusebrinkstr 20	58135	Hagen	265
St Marien-Hospital	Am Boltenhof 7	46325	Borken	368
DRK-Manniske-Krankenhaus	An der Wipper 2	6567	Bad Frankenhausen	237
Reha-Zentrum Fuer	Bergheimer Str 56 A	69115	Heidelberg	36
Klinik Und Rehabilitations-	Birkenallee 1	37194	Wahlsburg	136
Johanniter-Krankenhaus	Badergasse 2	14913	Jüterbog	113
Paracelsus-Klinik Hemer	Breddestr 22	58675	Hemer	210
Staedt Krankenanstalten	Bremserstr 79	67063	Ludwigshafen	1038
Klinik für ästhetisch-	Am Hauptbahnhof 12	60329	Frankfurt	0
Kreiskrankenhaus Leer	Annenstraße 9	26789	Leer	320
Klinik Am Hohen Berg	Am Hohen Berg 20	35315	Homberg	50
Kreiskrankenhaus Bautzen	Am Stadtwall 3	2625	Bautzen	568
Paracelsus-Klinik	Am Natruper Holz 69	49076	Osnabrück	350
Klinik für ästhetisch-	Am Hauptbahnhof 12	60329	Frankfurt	0
